Date;Urals;Exchange;day;Base;Urals_b
24.07.2019;63.88;63.129;1153;41.616;
25.07.2019;63.82;63.1162;1154;41.616;
26.07.2019;63.46;63.1572;1155;41.616;
29.07.2019;63.39;63.1572;1156;41.616;
30.07.2019;63.7;63.521;1157;41.616;
31.07.2019;64.89;63.3791;1158;41.616;
01.08.2019;64.2;63.4172;1159;41.616;
02.08.2019;62.47;63.834;1160;41.616;
05.08.2019;60.67;63.834;1161;41.616;
06.08.2019;59.98;65.0546;1162;41.616;
07.08.2019;56.38;65.203;1163;41.616;
08.08.2019;57.69;65.0932;1164;41.616;
09.08.2019;58.77;65.1299;1165;41.616;
12.08.2019;58.53;65.1299;1166;41.616;
13.08.2019;61.3;65.4287;1167;41.616;
14.08.2019;58.26;65.6017;1168;41.616;
15.08.2019;57.77;65.2032;1169;41.616;
16.08.2019;59.4;65.8907;1170;41.616;
19.08.2019;60.74;65.8907;1171;41.616;
20.08.2019;60.08;66.6082;1172;41.616;
21.08.2019;61.65;66.784;1173;41.616;
22.08.2019;60.86;66.263;1174;41.616;
23.08.2019;59.69;65.6196;1175;41.616;
26.08.2019;59.69;65.6196;1176;41.616;
27.08.2019;59.49;65.9735;1177;41.616;
28.08.2019;61.47;66.2608;1178;41.616;
29.08.2019;61.64;66.4127;1179;41.616;
30.08.2019;62.09;66.7471;1180;41.616;
02.09.2019;59.6;66.7471;1181;41.616;
03.09.2019;57.68;66.6235;1182;41.616;
04.09.2019;60.43;66.9072;1183;41.616;
05.09.2019;62.3;66.5002;1184;41.616;
06.09.2019;60.88;66.0528;1185;41.616;
09.09.2019;63.59;66.0528;1186;41.616;
10.09.2019;64.27;65.5698;1187;41.616;
11.09.2019;62.62;65.4393;1188;41.616;
12.09.2019;60.36;65.4321;1189;41.616;
13.09.2019;60.85;65.1909;1190;41.616;
16.09.2019;68.02;65.1909;1191;41.616;
17.09.2019;65.19;63.8272;1192;41.616;
18.09.2019;63.89;64.1213;1193;41.616;
19.09.2019;63.85;64.429;1194;41.616;
20.09.2019;64.83;64.2199;1195;41.616;
23.09.2019;64.26;64.2199;1196;41.616;
24.09.2019;63.73;63.9453;1197;41.616;
25.09.2019;61.36;63.706;1198;41.616;
26.09.2019;61.03;64.1873;1199;41.616;
27.09.2019;61.43;64.2888;1200;41.616;
30.09.2019;59.94;64.2888;1201;41.616;
01.10.2019;59.01;64.6407;1202;41.616;
02.10.2019;56.87;65.067;1203;41.616;
03.10.2019;56.96;65.4399;1204;41.616;
04.10.2019;58.08;65.1312;1205;41.616;
07.10.2019;58.41;65.1312;1206;41.616;
08.10.2019;57.09;64.8259;1207;41.616;
09.10.2019;58.65;64.8672;1208;41.616;
10.10.2019;58.03;65.0976;1209;41.616;
11.10.2019;59.54;64.7416;1210;41.616;
14.10.2019;57.76;64.7416;1211;41.616;
15.10.2019;58.14;64.3652;1212;41.616;
16.10.2019;58.25;64.2548;1213;41.616;
17.10.2019;58.3;64.3455;1214;41.616;
18.10.2019;58.91;64.0144;1215;41.616;
21.10.2019;57.9;64.0144;1216;41.616;
22.10.2019;59.45;63.7606;1217;41.616;
23.10.2019;59.47;63.6336;1218;41.616;
24.10.2019;60.66;63.7997;1219;41.616;
25.10.2019;61.91;63.86;1220;41.616;
28.10.2019;60.24;63.86;1221;41.616;
29.10.2019;60.9;63.87;1222;41.616;
30.10.2019;60.07;63.832;1223;41.616;
31.10.2019;60.15;63.8734;1224;41.616;
01.11.2019;61.02;63.7748;1225;41.616;
04.11.2019;63.37;63.7748;1226;41.616;
05.11.2019;63.57;63.7748;1227;41.616;
06.11.2019;62.96;63.248;1228;41.616;
07.11.2019;63.45;63.588;1229;41.616;
08.11.2019;62.85;63.7298;1230;41.616;
11.11.2019;63.43;63.7298;1231;41.616;
12.11.2019;63.04;63.9121;1232;41.616;
13.11.2019;63.12;63.853;1233;41.616;
14.11.2019;63.31;64.2009;1234;41.616;
15.11.2019;64.17;64.2101;1235;41.616;
18.11.2019;63.67;64.2101;1236;41.616;
19.11.2019;63;63.7542;1237;41.616;
20.11.2019;64.85;63.773;1238;41.616;
21.11.2019;66.04;64.0213;1239;41.616;
22.11.2019;65.88;63.843;1240;41.616;
25.11.2019;64.72;63.843;1241;41.616;
26.11.2019;64.87;63.7637;1242;41.616;
27.11.2019;65.48;64.0239;1243;41.616;
28.11.2019;65.33;63.9722;1244;41.616;
29.11.2019;65.15;64.1005;1245;41.616;
02.12.2019;63.6;64.1005;1246;41.616;
03.12.2019;63.35;64.4097;1247;41.616;
04.12.2019;65.65;64.1401;1248;41.616;
05.12.2019;66.07;64.1948;1249;41.616;
06.12.2019;66.9;63.8135;1250;41.616;
09.12.2019;66.84;63.8135;1251;41.616;
10.12.2019;66.97;63.7244;1252;41.616;
11.12.2019;65.77;63.5788;1253;41.616;
12.12.2019;67.07;63.5653;1254;41.616;
13.12.2019;67.84;63.2257;1255;41.616;
16.12.2019;67.54;63.2257;1256;41.616;
17.12.2019;68.49;62.7686;1257;41.616;
18.12.2019;68.62;62.5326;1258;41.616;
19.12.2019;69.2;62.5831;1259;41.616;
20.12.2019;68.16;62.5283;1260;41.616;
23.12.2019;66.99;62.5283;1261;41.616;
24.12.2019;68.76;62.2499;1262;41.616;
26.12.2019;68.76;61.7164;1263;41.616;
27.12.2019;67.41;61.7676;1264;41.616;
30.12.2019;66.8;61.7676;1265;41.616;
31.12.2019;66.27;61.9057;1266;41.616;
01.01.2020;66.27;61.9057;1267;42.44832;
02.01.2020;65.55;61.9057;1268;42.44832;
03.01.2020;67.58;61.9057;1269;42.44832;
06.01.2020;68.75;61.9057;1270;42.44832;
07.01.2020;67.24;61.9057;1271;42.44832;
08.01.2020;65.81;61.9057;1272;42.44832;
09.01.2020;65.08;61.9057;1273;42.44832;
10.01.2020;65.27;61.234;1274;42.44832;
13.01.2020;62.64;61.234;1275;42.44832;
14.01.2020;62.95;60.9474;1276;42.44832;
15.01.2020;61.79;61.414;1277;42.44832;
16.01.2020;63.13;61.4328;1278;42.44832;
17.01.2020;62.55;61.5694;1279;42.44832;
20.01.2020;63.13;61.5694;1280;42.44832;
21.01.2020;62.16;61.4654;1281;42.44832;
22.01.2020;60.61;61.8552;1282;42.44832;
23.01.2020;59.76;61.8343;1283;42.44832;
24.01.2020;57.84;61.9515;1284;42.44832;
27.01.2020;57.04;61.9515;1285;42.44832;
28.01.2020;57.87;62.338;1286;42.44832;
29.01.2020;57.96;62.8299;1287;42.44832;
30.01.2020;56.22;62.3934;1288;42.44832;
31.01.2020;58.37;63.0359;1289;42.44832;
03.02.2020;54.6;63.0359;1290;42.44832;
04.02.2020;54.5;63.9091;1291;42.44832;
05.02.2020;55.96;63.4342;1292;42.44832;
06.02.2020;55.78;63.1742;1293;42.44832;
07.02.2020;54.18;62.7977;1294;42.44832;
10.02.2020;53.04;62.7977;1295;42.44832;
11.02.2020;53.85;63.7708;1296;42.44832;
12.02.2020;55.39;63.949;1297;42.44832;
13.02.2020;56.19;63.047;1298;42.44832;
14.02.2020;57.22;63.6016;1299;42.44832;
17.02.2020;57.68;63.6016;1300;42.44832;
18.02.2020;57.2;63.3085;1301;42.44832;
19.02.2020;59.57;63.7698;1302;42.44832;
20.02.2020;59.94;63.6873;1303;42.44832;
21.02.2020;58.45;63.7413;1304;42.44832;
24.02.2020;55.89;63.7413;1305;42.44832;
25.02.2020;54.22;63.7413;1306;42.44832;
26.02.2020;52.51;64.9213;1307;42.44832;
27.02.2020;49.74;65.5177;1308;42.44832;
28.02.2020;48.86;65.6097;1309;42.44832;
02.03.2020;50.07;65.6097;1310;42.44832;
03.03.2020;49.79;66.3274;1311;42.44832;
04.03.2020;49.41;66.4437;1312;42.44832;
05.03.2020;48.84;66.0784;1313;42.44832;
06.03.2020;43.15;66.1854;1314;42.44832;
09.03.2020;32.88;66.1854;1315;42.44832;
10.03.2020;33.12;66.1854;1316;42.44832;
11.03.2020;32.38;72.0208;1317;42.44832;
12.03.2020;28.57;71.472;1318;42.44832;
13.03.2020;29.8;74.0274;1319;42.44832;
16.03.2020;25.53;74.0274;1320;42.44832;
17.03.2020;25.52;74.1262;1321;42.44832;
18.03.2020;19.89;73.8896;1322;42.44832;
19.03.2020;21.08;77.2131;1323;42.44832;
20.03.2020;22.65;80.157;1324;42.44832;
23.03.2020;18.95;80.157;1325;42.44832;
24.03.2020;21.9;80.8815;1326;42.44832;
25.03.2020;21.75;78.8493;1327;42.44832;
26.03.2020;21.74;77.7928;1328;42.44832;
27.03.2020;17.82;78.7223;1329;42.44832;
30.03.2020;14.42;78.7223;1330;42.44832;
31.03.2020;15.11;78.7223;1331;42.44832;
01.04.2020;10.88;78.7223;1332;42.44832;
02.04.2020;14.6;78.7223;1333;42.44832;
03.04.2020;18.85;78.7223;1334;42.44832;
06.04.2020;17.54;78.7223;1335;42.44832;
07.04.2020;19.41;76.4074;1336;42.44832;
08.04.2020;20.57;75.455;1337;42.44832;
09.04.2020;18.32;75.7499;1338;42.44832;
14.04.2020;18.43;73.5245;1339;42.44832;
15.04.2020;15.38;73.315;1340;42.44832;
16.04.2020;14.38;73.7145;1341;42.44832;
17.04.2020;15.75;74.7119;1342;42.44832;
20.04.2020;15.09;74.7119;1343;42.44832;
21.04.2020;8.4;74.6657;1344;42.44832;
22.04.2020;12.22;76.2562;1345;42.44832;
23.04.2020;14.74;77.0416;1346;42.44832;
24.04.2020;14.55;75.129;1347;42.44832;
27.04.2020;12.95;75.129;1348;42.44832;
28.04.2020;13.82;74.496;1349;42.44832;
29.04.2020;16.38;74.5706;1350;42.44832;
30.04.2020;18.78;73.6894;1351;42.44832;
01.05.2020;18.81;72.7263;1352;42.44832;
04.05.2020;19.69;72.7263;1353;42.44832;
05.05.2020;24.83;72.7263;1354;42.44832;
06.05.2020;24.06;72.7263;1355;42.44832;
07.05.2020;25.92;73.9719;1356;42.44832;
11.05.2020;26.18;73.9719;1357;42.44832;
12.05.2020;26.96;73.9719;1358;42.44832;
13.05.2020;28.9;73.4326;1359;42.44832;
14.05.2020;29.22;73.5819;1360;42.44832;
15.05.2020;30.62;73.9298;1361;42.44832;
18.05.2020;34.53;73.9298;1362;42.44832;
19.05.2020;33.45;72.9798;1363;42.44832;
20.05.2020;35.75;72.3918;1364;42.44832;
21.05.2020;35.78;72.3381;1365;42.44832;
22.05.2020;34.41;70.924;1366;42.44832;
26.05.2020;34.52;71.5962;1367;42.44832;
27.05.2020;34.16;71.1408;1368;42.44832;
28.05.2020;35.05;71.0635;1369;42.44832;
29.05.2020;35.46;71.1012;1370;42.44832;
01.06.2020;37.64;71.1012;1371;42.44832;
02.06.2020;39.35;69.7114;1372;42.44832;
03.06.2020;39.39;68.9831;1373;42.44832;
04.06.2020;39.46;68.3413;1374;42.44832;
05.06.2020;42.79;69.0151;1375;42.44832;
08.06.2020;41.92;69.0151;1376;42.44832;
09.06.2020;41.72;68.3123;1377;42.44832;
10.06.2020;42.15;68.6745;1378;42.44832;
11.06.2020;39.88;68.6183;1379;42.44832;
12.06.2020;40.25;69.1219;1380;42.44832;
15.06.2020;40.49;69.1219;1381;42.44832;
16.06.2020;42.05;70.395;1382;42.44832;
17.06.2020;42.22;69.7524;1383;42.44832;
18.06.2020;44.15;69.4822;1384;42.44832;
19.06.2020;45.39;69.618;1385;42.44832;
22.06.2020;45.43;69.618;1386;42.44832;
23.06.2020;46.17;69.4835;1387;42.44832;
24.06.2020;43.16;68.8376;1388;42.44832;
25.06.2020;43.43;68.8376;1389;42.44832;
26.06.2020;43.17;69.466;1390;42.44832;
29.06.2020;43.77;69.466;1391;42.44832;
30.06.2020;44.16;69.9513;1392;42.44832;
01.07.2020;44.42;70.4413;1393;42.44832;
02.07.2020;44.82;70.4413;1394;42.44832;
03.07.2020;44.72;70.5198;1395;42.44832;
06.07.2020;45.11;70.5198;1396;42.44832;
07.07.2020;44.62;71.3409;1397;42.44832;
08.07.2020;44.47;72.1719;1398;42.44832;
09.07.2020;43.42;71.2379;1399;42.44832;
10.07.2020;43.97;70.88;1400;42.44832;
13.07.2020;44.98;70.88;1401;42.44832;
14.07.2020;44.78;70.7479;1402;42.44832;
15.07.2020;45.36;71.1275;1403;42.44832;
16.07.2020;45.6;70.7998;1404;42.44832;
17.07.2020;45.13;71.231;1405;42.44832;
20.07.2020;44.61;71.231;1406;42.44832;
21.07.2020;45.41;71.9628;1407;42.44832;
22.07.2020;44.12;70.9668;1408;42.44832;
23.07.2020;44.45;70.7881;1409;42.44832;
24.07.2020;43.86;70.963;1410;42.44832;
27.07.2020;43.25;70.963;1411;42.44832;
28.07.2020;43.87;71.585;1412;42.44832;
29.07.2020;44.34;71.9196;1413;42.44832;
30.07.2020;42.92;72.2348;1414;42.44832;
31.07.2020;43.57;73.3633;1415;42.44832;
03.08.2020;44.25;73.3633;1416;42.44832;
04.08.2020;44.33;74.1586;1417;42.44832;
05.08.2020;46.15;73.3806;1418;42.44832;
06.08.2020;45.64;73.2806;1419;42.44832;
07.08.2020;44.67;73.0397;1420;42.44832;
10.08.2020;44.49;73.0397;1421;42.44832;
11.08.2020;44.7;73.775;1422;42.44832;
12.08.2020;44.95;73.1522;1423;42.44832;
13.08.2020;45;73.2351;1424;42.44832;
14.08.2020;44.7;73.6067;1425;42.44832;
17.08.2020;44.58;73.6067;1426;42.44832;
18.08.2020;45.17;72.9676;1427;42.44832;
19.08.2020;45.09;73.4321;1428;42.44832;
20.08.2020;44.34;73.2392;1429;42.44832;
21.08.2020;43.39;73.7711;1430;42.44832;
24.08.2020;44.18;73.7711;1431;42.44832;
25.08.2020;46.06;74.4184;1432;42.44832;
26.08.2020;45.79;74.5126;1433;42.44832;
27.08.2020;44.59;75.5379;1434;42.44832;
28.08.2020;45.1;75.2354;1435;42.44832;
01.09.2020;45.78;73.8039;1436;42.44832;
02.09.2020;44.78;73.5849;1437;42.44832;
03.09.2020;41.84;73.8588;1438;42.44832;
04.09.2020;41.2;75.468;1439;42.44832;
07.09.2020;40.53;75.468;1440;42.44832;
08.09.2020;38.47;75.591;1441;42.44832;
09.09.2020;39.85;75.9645;1442;42.44832;
10.09.2020;39.55;76.0713;1443;42.44832;
11.09.2020;38.98;75.5274;1444;42.44832;
14.09.2020;38.44;75.5274;1445;42.44832;
15.09.2020;39.01;74.7148;1446;42.44832;
16.09.2020;40.78;75.1884;1447;42.44832;
17.09.2020;42.24;74.9278;1448;42.44832;
18.09.2020;42.28;75.1941;1449;42.44832;
21.09.2020;40.03;75.1941;1450;42.44832;
22.09.2020;40.85;76.0381;1451;42.44832;
23.09.2020;41.35;76.2711;1452;42.44832;
24.09.2020;40.86;76.3545;1453;42.44832;
25.09.2020;41.14;77.178;1454;42.44832;
28.09.2020;41.69;77.178;1455;42.44832;
29.09.2020;40.66;78.6713;1456;42.44832;
30.09.2020;40.49;79.6845;1457;42.44832;
01.10.2020;39.44;78.7847;1458;42.44832;
02.10.2020;38.8;77.2774;1459;42.44832;
05.10.2020;39.92;77.2774;1460;42.44832;
06.10.2020;41.01;78.1281;1461;42.44832;
07.10.2020;40.25;78.5119;1462;42.44832;
08.10.2020;41.61;78.0921;1463;42.44832;
09.10.2020;41.98;77.9157;1464;42.44832;
12.10.2020;40.55;77.9157;1465;42.44832;
13.10.2020;41.39;77.0239;1466;42.44832;
14.10.2020;41.7;77.2855;1467;42.44832;
15.10.2020;41.02;77.2759;1468;42.44832;
16.10.2020;41.53;77.9461;1469;42.44832;
19.10.2020;41.77;77.9461;1470;42.44832;
20.10.2020;40.99;77.9241;1471;42.44832;
21.10.2020;40.27;77.778;1472;42.44832;
22.10.2020;41.68;77.0322;1473;42.44832;
23.10.2020;41.41;77.0809;1474;42.44832;
26.10.2020;39.84;77.0809;1475;42.44832;
27.10.2020;40.58;76.4443;1476;42.44832;
28.10.2020;38.69;76.4556;1477;42.44832;
29.10.2020;36.98;77.552;1478;42.44832;
30.10.2020;37.12;78.8699;1479;42.44832;
02.11.2020;37.24;78.8699;1480;42.44832;
03.11.2020;38.79;80.5749;1481;42.44832;
04.11.2020;39.94;80.0006;1482;42.44832;
05.11.2020;40.25;80.0006;1483;42.44832;
06.11.2020;39.13;78.4559;1484;42.44832;
09.11.2020;42;78.4559;1485;42.44832;
10.11.2020;42.5;76.9515;1486;42.44832;
11.11.2020;43.91;76.3978;1487;42.44832;
12.11.2020;43.39;76.2075;1488;42.44832;
13.11.2020;42.51;77.1148;1489;42.44832;
16.11.2020;43.8;77.1148;1490;42.44832;
17.11.2020;42.86;76.9197;1491;42.44832;
18.11.2020;43.81;76.253;1492;42.44832;
19.11.2020;43.64;75.9268;1493;42.44832;
20.11.2020;44.06;76.2627;1494;42.44832;
23.11.2020;45.55;76.2627;1495;42.44832;
24.11.2020;47.48;75.76;1496;42.44832;
25.11.2020;47.63;75.8146;1497;42.44832;
26.11.2020;47.17;75.4727;1498;42.44832;
27.11.2020;47.59;75.4518;1499;42.44832;
30.11.2020;46.92;75.4518;1500;42.44832;
01.12.2020;47.91;76.1999;1501;42.44832;
02.12.2020;48.7;76.3203;1502;42.44832;
03.12.2020;49.13;75.6151;1503;42.44832;
04.12.2020;49.88;75.1996;1504;42.44832;
07.12.2020;49.05;75.1996;1505;42.44832;
08.12.2020;49.01;74.2506;1506;42.44832;
09.12.2020;48.84;73.6618;1507;42.44832;
10.12.2020;51.1;73.3057;1508;42.44832;
11.12.2020;50.19;73.7124;1509;42.44832;
14.12.2020;49.68;73.7124;1510;42.44832;
15.12.2020;50.92;72.9272;1511;42.44832;
16.12.2020;50.57;73.4453;1512;42.44832;
17.12.2020;51.25;73.4201;1513;42.44832;
18.12.2020;52.2;72.9781;1514;42.44832;
21.12.2020;50.02;72.9781;1515;42.44832;
22.12.2020;50.3;74.6721;1516;42.44832;
23.12.2020;51.36;75.3498;1517;42.44832;
24.12.2020;50.69;75.4571;1518;42.44832;
29.12.2020;50.81;73.7175;1519;42.44832;
30.12.2020;50.64;73.6567;1520;42.44832;
31.12.2020;50.97;73.8757;1521;42.44832;
01.01.2021;50.97;73.8757;1522;43.2972864;
04.01.2021;50.37;73.8757;1523;43.2972864;
05.01.2021;52.66;73.8757;1524;43.2972864;
06.01.2021;54.36;73.8757;1525;43.2972864;
07.01.2021;54.08;73.8757;1526;43.2972864;
08.01.2021;55.12;73.8757;1527;43.2972864;
11.01.2021;54.95;73.8757;1528;43.2972864;
12.01.2021;56.09;74.5157;1529;43.2972864;
13.01.2021;55.9;74.2663;1530;43.2972864;
14.01.2021;55.16;73.5264;1531;43.2972864;
15.01.2021;54.73;73.7961;1532;43.2972864;
18.01.2021;54.6;73.7961;1533;43.2972864;
19.01.2021;55.63;73.9735;1534;43.2972864;
20.01.2021;56.08;73.7243;1535;43.2972864;
21.01.2021;55.67;73.355;1536;43.2972864;
22.01.2021;55.21;73.3694;1537;43.2972864;
25.01.2021;55.03;73.3694;1538;43.2972864;
26.01.2021;55.76;74.8569;1539;43.2972864;
27.01.2021;56.09;75.6354;1540;43.2972864;
28.01.2021;55.52;75.04;1541;43.2972864;
29.01.2021;55.81;76.1854;1542;43.2972864;
01.02.2021;56.45;76.1854;1543;43.2972864;
02.02.2021;57.91;75.5053;1544;43.2972864;
03.02.2021;58.71;75.9051;1545;43.2972864;
04.02.2021;58.65;76.0801;1546;43.2972864;
05.02.2021;59.7;75.7293;1547;43.2972864;
08.02.2021;59.68;75.7293;1548;43.2972864;
09.02.2021;59.76;74.2602;1549;43.2972864;
10.02.2021;60.64;74.1192;1550;43.2972864;
11.02.2021;60.78;73.8526;1551;43.2972864;
12.02.2021;60.86;73.7579;1552;43.2972864;
15.02.2021;62.95;73.7579;1553;43.2972864;
16.02.2021;62.56;73.3092;1554;43.2972864;
17.02.2021;63.36;73.2895;1555;43.2972864;
18.02.2021;63.56;73.7669;1556;43.2972864;
19.02.2021;62.5;73.7755;1557;43.2972864;
22.02.2021;62.95;73.7755;1558;43.2972864;
23.02.2021;64.03;73.7755;1559;43.2972864;
24.02.2021;65.56;73.7755;1560;43.2972864;
25.02.2021;66;73.7532;1561;43.2972864;
26.02.2021;64.92;73.4747;1562;43.2972864;
01.03.2021;64.55;73.4747;1563;43.2972864;
02.03.2021;62.69;74.0448;1564;43.2972864;
03.03.2021;63.44;74.5755;1565;43.2972864;
04.03.2021;66.43;73.5187;1566;43.2972864;
05.03.2021;68.07;73.7864;1567;43.2972864;
08.03.2021;67.4;73.7864;1568;43.2972864;
09.03.2021;65.86;73.7864;1569;43.2972864;
10.03.2021;65.45;74.264;1570;43.2972864;
11.03.2021;67.9;74.0393;1571;43.2972864;
12.03.2021;67.61;73.4996;1572;43.2972864;
15.03.2021;66.91;73.4996;1573;43.2972864;
16.03.2021;66.05;73.2317;1574;43.2972864;
17.03.2021;65.64;72.9619;1575;43.2972864;
18.03.2021;63.33;73.1019;1576;43.2972864;
19.03.2021;62.09;73.6582;1577;43.2972864;
22.03.2021;62.29;73.6582;1578;43.2972864;
23.03.2021;60.21;74.6085;1579;43.2972864;
24.03.2021;62.16;75.3585;1580;43.2972864;
25.03.2021;59.89;76.1535;1581;43.2972864;
26.03.2021;62.35;76.1741;1582;43.2972864;
29.03.2021;61.74;76.1741;1583;43.2972864;
30.03.2021;62.05;75.8287;1584;43.2972864;
31.03.2021;61.63;75.7023;1585;43.2972864;
01.04.2021;60.35;75.6373;1586;43.2972864;
05.04.2021;60.35;75.6373;1587;43.2972864;
06.04.2021;60.25;76.6052;1588;43.2972864;
07.04.2021;58.75;76.3802;1589;43.2972864;
08.04.2021;59.73;77.773;1590;43.2972864;
09.04.2021;60.06;77.1011;1591;43.2972864;
12.04.2021;60.68;77.1011;1592;43.2972864;
13.04.2021;61.03;77.5104;1593;43.2972864;
14.04.2021;63.79;77.2535;1594;43.2972864;
15.04.2021;63.75;75.6826;1595;43.2972864;
16.04.2021;63.94;76.9808;1596;43.2972864;
19.04.2021;64.39;76.9808;1597;43.2972864;
20.04.2021;62.45;76.2491;1598;43.2972864;
21.04.2021;62.56;76.0155;1599;43.2972864;
22.04.2021;63.12;76.8198;1600;43.2972864;
23.04.2021;63.62;76.4217;1601;43.2972864;
26.04.2021;63.53;76.4217;1602;43.2972864;
27.04.2021;63.67;74.768;1603;43.2972864;
28.04.2021;65.44;74.9578;1604;43.2972864;
29.04.2021;65.95;74.939;1605;43.2972864;
30.04.2021;65.69;74.3823;1606;43.2972864;
04.05.2021;67.22;74.3823;1607;43.2972864;
05.05.2021;68.44;75.2567;1608;43.2972864;
06.05.2021;67.13;74.8617;1609;43.2972864;
07.05.2021;66.67;74.577;1610;43.2972864;
10.05.2021;66.43;74.577;1611;43.2972864;
11.05.2021;66.71;74.577;1612;43.2972864;
12.05.2021;68.53;74.1567;1613;43.2972864;
13.05.2021;66.31;74.04;1614;43.2972864;
14.05.2021;67.51;74.3566;1615;43.2972864;
17.05.2021;67.91;74.3566;1616;43.2972864;
18.05.2021;68.06;73.8537;1617;43.2972864;
19.05.2021;64.82;73.6992;1618;43.2972864;
20.05.2021;64.86;73.6778;1619;43.2972864;
21.05.2021;65.25;73.6007;1620;43.2972864;
24.05.2021;66.64;73.6007;1621;43.2972864;
25.05.2021;67.03;73.5266;1622;43.2972864;
26.05.2021;67.28;73.3963;1623;43.2972864;
27.05.2021;67.36;73.4737;1624;43.2972864;
28.05.2021;67.74;73.458;1625;43.2972864;
01.06.2021;68.81;73.2965;1626;43.2972864;
02.06.2021;68.91;73.2411;1627;43.2972864;
03.06.2021;68.88;73.4979;1628;43.2972864;
04.06.2021;69.8;73.2636;1629;43.2972864;
07.06.2021;69.58;73.2636;1630;43.2972864;
08.06.2021;68.9;72.9294;1631;43.2972864;
09.06.2021;69.5;72.8256;1632;43.2972864;
10.06.2021;69.66;72.0829;1633;43.2972864;
11.06.2021;70.01;72.1974;1634;43.2972864;
14.06.2021;70.73;72.1974;1635;43.2972864;
15.06.2021;71.21;72.1974;1636;43.2972864;
16.06.2021;72.54;71.8318;1637;43.2972864;
17.06.2021;71.02;72.0323;1638;43.2972864;
18.06.2021;71.21;72.5048;1639;43.2972864;
